V1, V2, V3, V4, V5, V6, V7, V8, V9, V10, V11, V12, V13, V14, V15, V16, V17, V18, V19, V20, V21, V22, V23, V24, V25, V26, V27, V28, V29
7.027099000987530042e-01,2.426432806005080156e+00,-5.234513295840519831e+00,4.416661242908759277e+00,-2.170806215917730153e+00,-2.667553561214630164e+00,-3.878088454835720178e+00,9.113371222291949403e-01,-1.661990391759419761e-01,-5.009248502127509717e+00,4.675729418656769276e+00,-8.167188051730889242e+00,6.385592821804989550e-01,-6.763334390623220393e+00,1.296860256056270089e+00,-3.811758409777890044e+00,-3.754128066187290003e+00,-1.049177402279060090e+00,1.554197263458969802e+00,4.227431291987020501e-01,5.511796891172479063e-01,-9.802357313253129423e-03,7.216982300694150254e-01,4.732457514020329548e-01,-1.959303771168699804e+00,3.194755401074600432e-01,6.004849164863590438e-01,1.293052250965660011e-01,-3.492313067728856080e-01
1.023873868521389952e+00,2.001485266266129770e+00,-4.769751832209740527e+00,3.819194585382649887e+00,-1.271754227369700008e+00,-1.734662426840299920e+00,-3.059245031608960108e+00,8.898047919752030133e-01,4.153821132372619851e-01,-3.955812343527369990e+00,3.572054815587839993e+00,-7.186451590505880560e+00,1.472423408021090174e-01,-5.249304548897620215e+00,1.678333673585350239e+00,-2.641473109151779575e+00,-1.312058560073479985e+00,-3.917160509525050016e-01,1.118263551758120089e+00,2.041376840422710337e-01,3.432826487222510603e-01,-5.419566440684910058e-02,7.096539524971430257e-01,-3.722158669469760595e-01,-2.032068366148159999e+00,3.667776020711920326e-01,3.951706692576090196e-01,2.020553894584129970e-02,-3.492313067728856080e-01
-1.585505366919939707e+00,3.261584548228329883e+00,-4.137421983050230345e+00,2.357096251991320113e+00,-1.405043313701350050e+00,-1.879437193064770195e+00,-3.513686870876540080e+00,1.515606745688159673e+00,-1.207166361200560090e+00,-6.234561332271080225e+00,5.450746066894859965e+00,-7.333714067363930056e+00,1.361193324078310063e+00,-6.608068252194690295e+00,-4.810694248998289568e-01,-2.602477870452609920e+00,-4.835112052397169791e+00,-5.530260891029019632e-01,3.519489433568149805e-01,3.159572589375109763e-01,5.015431494675359758e-01,-5.468688115738900013e-01,-7.658363589930429483e-02,-4.255503668415810403e-01,1.236441863520020001e-01,3.219845393366130293e-01,2.640281605039649926e-01,1.328167197645920006e-01,-3.492313067728856080e-01
-1.783228837227089913e+00,3.402793713076309956e+00,-3.822742265522049543e+00,2.625368152766439866e+00,-1.976415411362840269e+00,-2.731689012313079701e+00,-3.430559149490850057e+00,1.413203513993179783e+00,-7.769414945549159013e-01,-6.199881762741880742e+00,4.366713486314449888e+00,-8.243262433683129942e+00,3.457611652325789375e-01,-6.590550297051919415e+00,2.655760959321650239e-01,-3.028452388461519984e+00,-4.214486274856069414e+00,-1.213607847737250056e+00,-2.654215953748120249e-01,3.640891150144079380e-01,4.540319317363160079e-01,-5.775258242014590371e-01,4.596653753626520067e-02,4.617000175922539862e-01,4.414616121781700375e-02,3.057044339185490123e-01,5.309809863467650493e-01,2.437455981221110235e-01,-3.492313067728856080e-01
8.573210037659529936e-01,4.093911827029139694e+00,-7.423893589485588862e+00,7.380244517886619171e+00,9.733660228886880095e-01,-2.730761516580569648e+00,-1.496497056334439746e+00,5.430151726929220990e-01,-2.351190159332670060e+00,-3.944238497944350108e+00,6.355077736634039631e+00,-7.309747983823709383e+00,7.484505505774999845e-01,-9.057992529437449036e+00,-6.489449090747859694e-01,-1.073116526927279990e+00,1.524500915260250000e+00,1.831363532836080221e+00,-8.972441122415469872e-02,4.833026504952839808e-01,3.750262851290170341e-01,1.453998533477819932e-01,2.406032650097560122e-01,-2.346492227101570072e-01,-1.004880947200439856e+00,4.358319162418379800e-01,6.183238051684820658e-01,1.484689443793970054e-01,-3.492313067728856080e-01
-1.813280484768970080e+00,4.917850710565650374e+00,-5.926129694006560200e+00,5.701500431411630210e+00,1.204392572143620166e+00,-3.035137548156110032e+00,-1.713402063471080039e+00,5.612573909020319718e-01,-3.796354251711629768e+00,-7.454840650783510547e+00,7.388055122920249573e+00,-1.047522865040989970e+01,-3.793145267561169875e-01,-1.173672912125690004e+01,-2.086988952155929944e+00,-2.442353982937549794e+00,-3.535523511682459930e+00,1.303603066408869915e-01,-2.071450488443249860e+00,5.766560333320689402e-01,6.156418351075519935e-01,-4.064272753179000164e-01,-7.370180764375400262e-01,-2.796417722159170172e-01,1.106766374433500122e+00,3.238854777194530299e-01,8.947666715158330009e-01,5.695186002695140637e-01,-3.492313067728856080e-01
-2.514709600682299984e-01,4.313523325751430271e+00,-6.891437716501469524e+00,6.796796680551030256e+00,6.162965052503740493e-01,-2.966326541874029665e+00,-2.436652526877140179e+00,4.893278988380140304e-01,-3.371638571593429834e+00,-6.810813099382150071e+00,7.620089058369079460e+00,-1.028528251633150070e+01,-3.424443340696550209e-01,-1.154349791578649942e+01,-1.334987903283499922e+00,-2.689284204450669957e+00,-3.204383402957620142e+00,8.652189569113939716e-02,-1.314495096653069961e+00,6.327099637898260243e-01,5.368920744471280537e-01,-5.461260237292439035e-01,-6.052395476137719665e-01,-2.637434595935930215e-01,1.539915830778679773e+00,5.235736966808710591e-01,8.910246883652690464e-01,5.727406665495839988e-01,-3.492313067728856080e-01
3.145965897295150415e-01,2.660670276575410220e+00,-5.920037380344629341e+00,4.522499605088579955e+00,-2.315027286183899857e+00,-2.278351653947759736e+00,-4.684053936315690336e+00,1.202270265230980018e+00,-6.946955112003490029e-01,-5.526278059858340086e+00,6.662436830712519686e+00,-8.525464925345628941e+00,7.427454468880190230e-01,-7.678668010299429803e+00,5.930704590661309838e-01,-4.478136595343240600e+00,-5.844266479373570355e+00,-1.102730794578300033e+00,2.177385686539030196e+00,5.627056433122440415e-01,7.433140234289828951e-01,6.403835557650959520e-02,6.778416752503461096e-01,8.300782274383949888e-02,-1.911034463750219903e+00,3.221883984359369957e-01,6.208665388204879232e-01,1.850303547287030226e-01,-3.492313067728856080e-01
4.473955533024749909e-01,2.481953866387430097e+00,-5.660813931414049982e+00,4.455922812093199958e+00,-2.443779754043100105e+00,-2.185040262472340178e+00,-4.716142944700929540e+00,1.249803251731469889e+00,-7.183260665736909134e-01,-5.390330255660099823e+00,6.454187524948330257e+00,-8.485346573776780588e+00,6.352814087945910515e-01,-7.019901559166120464e+00,5.398140713479799846e-01,-4.649864298813199959e+00,-6.288357508782299377e+00,-1.339312322447310022e+00,2.262984787625169858e+00,5.496129708867050212e-01,7.560525502770729656e-01,1.401677686749999985e-01,6.654111006735450307e-01,1.314637917249859844e-01,-1.908217411547879827e+00,3.348075986868639942e-01,7.485342847677559641e-01,1.754137944228959800e-01,-3.492313067728856080e-01
-2.169928975590820208e+00,3.639653999204400137e+00,-4.508497786177280808e+00,2.730668148848950150e+00,-2.122692870530479947e+00,-2.341016827663660038e+00,-4.235253082906130118e+00,1.703537657635080249e+00,-1.305279133443070005e+00,-6.716720022712700633e+00,6.353612319155909738e+00,-8.601648262764639341e+00,4.499300382372249940e-01,-7.506169374081451018e+00,-4.380817818124670415e-01,-3.694515998309559901e+00,-6.304753386030490070e+00,-1.267587127881149911e+00,3.579870304842530104e-01,5.007790539506999927e-01,6.451032756213779251e-01,-5.035294489111969973e-01,-5.228218182992269095e-04,7.169577876767420366e-02,9.200743342472079978e-02,3.084979315770360331e-01,5.525909146538410255e-01,2.989544787093990075e-01,-3.492313067728856080e-01
-1.863755553437320023e+00,3.442643976849729892e+00,-4.468259731455110462e+00,2.805336259402509747e+00,-2.118412477492400026e+00,-2.332284887314669763e+00,-4.261237197440400415e+00,1.701681843978579911e+00,-1.439395875429410054e+00,-6.999906633865219163e+00,6.316209677166989778e+00,-8.670818004762260500e+00,3.160239919087770022e-01,-7.417712064750531020e+00,-4.365374713661459571e-01,-3.652801960047410201e+00,-6.293145319073759403e+00,-1.243248291338520106e+00,3.648104821938870090e-01,3.609240037209299756e-01,6.679265724214099587e-01,-5.162423621288039222e-01,-1.221781174683899893e-02,7.061370310344500245e-02,5.850446695606280334e-02,3.048828395885839759e-01,4.180124671852579743e-01,2.088582781458389881e-01,-3.492313067728856080e-01
-4.617217204155809718e+00,1.695693653466559869e+00,-3.114372200794910395e+00,4.328198552981779912e+00,-1.873256990865269866e+00,-9.899081355382628455e-01,-4.577264626580380025e+00,4.722161584519000144e-01,4.720169533776459869e-01,-5.576022636424150747e+00,4.802322761250890082e+00,-1.083316446931400101e+01,1.043038756985750076e-01,-9.405423061609859303e+00,-8.074778686604699995e-01,-7.552342203507469875e+00,-9.802561790391200347e+00,-4.120628834665519769e+00,1.740507290361959836e+00,-3.904593433841860306e-02,4.818296972400670231e-01,1.460230564459479852e-01,1.170385275490649912e-01,-2.175645988396599784e-01,-1.387760437065630181e-01,-4.244528810682750564e-01,-1.002041425972270083e+00,8.907802879706550048e-01,-3.488314981534918480e-01
-2.661802174556399780e+00,5.856393214804300307e+00,-7.653616213240710842e+00,6.379741880532209919e+00,-6.071211913626829715e-02,-3.131549731536620307e+00,-3.103569745504790145e+00,1.778491569453379828e+00,-3.831153716234549922e+00,-7.191604246182259352e+00,7.102988587885160854e+00,-9.928699942995381278e+00,-6.749837751946009823e-02,-1.092418686514699999e+01,-1.697913977140319997e+00,-2.379420985270779720e+00,-2.775113897018380182e+00,2.737989712526029962e-01,-1.382187563525889784e+00,3.990968602648630181e-01,7.347749503785949710e-01,-4.359011818762300039e-01,-3.847659041805679969e-01,-2.860156638434429577e-01,1.007933823658120120e+00,4.131955324623389769e-01,2.802841569005600220e-01,3.039365506393950089e-01,-3.492313067728856080e-01
-2.535852117381109938e+00,5.793644146924539662e+00,-7.618462835748929685e+00,6.395829746494190893e+00,-6.521010466780370607e-02,-3.136371964091029696e+00,-3.104557362621410022e+00,1.823232637609710105e+00,-3.878657580233910274e+00,-7.297803350014610224e+00,7.071669136824450419e+00,-1.000104636832699967e+01,-2.079345408843039644e-01,-1.086069804536660044e+01,-1.690825041182489885e+00,-2.360856724110859783e+00,-2.760097015287950040e+00,2.981034156432299520e-01,-1.385557801727349991e+00,4.087041844875239360e-01,7.167199070559949758e-01,-4.480599384585410294e-01,-4.024068786803570164e-01,-2.888352225646989568e-01,1.011752239587069946e+00,4.259646213872160248e-01,4.131395558231460430e-01,3.082046569683050130e-01,-3.492313067728856080e-01
-3.499107537391779932e+00,2.585551607731180201e-01,-4.489558072743980333e+00,4.853894351396809803e+00,-6.974521544771669745e+00,3.628382090650839942e+00,5.431270920731660290e+00,-1.946733710784719795e+00,-7.756800929001089751e-01,-1.987773187608700143e+00,4.690395665509240253e+00,-6.998042432100699983e+00,1.454011986378469956e+00,-3.738023333667490622e+00,3.177420625550300137e-01,-2.013542680839889965e+00,-5.136135102670200681e+00,-1.183822116543590042e+00,1.663394013545429928e+00,-3.042625757159770128e+00,-1.052368256231509980e+00,2.048168735694060050e-01,-2.119007440107830043e+00,1.702786083054440014e-01,-3.938441181183350293e-01,2.963671944886069887e-01,1.985913218013060089e+00,-9.004516384028270481e-01,6.882027230478816371e+00
-2.125489825979570035e+00,5.973555691733440476e+00,-1.103472722744459844e+01,9.007146871702349955e+00,-1.689450533971669888e+00,-2.854415285353129939e+00,-7.810440745258759421e+00,2.030869945958409861e+00,-5.902828122149839096e+00,-1.284093381813180024e+01,1.201891318161989908e+01,-1.776914346336380035e+01,-4.310356582300949868e-01,-1.921432549026139824e+01,-9.624645747480909952e-01,-1.026660918366409980e+01,-1.550339210006690038e+01,-5.494927642463289352e+00,-4.104809773927239891e-01,1.493774645549279967e+00,1.646518292659499894e+00,-2.784845108106440148e-01,-6.648412939743529870e-01,-1.164555369442020094e+00,1.701796413540459962e+00,6.908056147036899519e-01,2.119748733370310223e+00,1.108933403336169965e+00,-3.492313067728856080e-01
3.782745040060089270e-01,3.914796788669919980e+00,-5.726872015366269331e+00,6.094140958828639931e+00,1.698875264050220046e+00,-2.807313946883400302e+00,-5.911182128372129974e-01,-1.234955930866590001e-01,-2.530712813908319703e+00,-5.153094609899259382e+00,4.654088422543009251e+00,-7.839538997623489713e+00,1.371818580335810278e+00,-9.634689712636118841e+00,-7.395968558428259731e-01,-6.632039456734780680e-01,8.919345405348990674e-01,9.786756390750059875e-01,-2.005476602746459669e+00,4.404394408938760441e-01,1.498956830769110071e-01,-6.019672455290849822e-01,-6.137243355394990107e-01,-4.031136878194109818e-01,1.568445255977999775e+00,5.218839340023300188e-01,5.279377498813520031e-01,4.119104058345120500e-01,-3.492313067728856080e-01
-1.426623312608869876e+00,4.141986232369440302e+00,-9.804103442357140707e+00,6.666273003244509887e+00,-4.749526793265149927e+00,-2.073129005951440007e+00,-1.008993116308259985e+01,2.791345298851870105e+00,-3.249515617130100065e+00,-1.142045097440970025e+01,1.085301164819910014e+01,-1.596920752080900030e+01,5.466900846341520293e-01,-1.469072913364099975e+01,9.123373998833900211e-01,-1.222718927802669953e+01,-1.858736620589160182e+01,-6.920761860601739812e+00,3.166998906885520437e+00,1.410677652646159741e+00,1.865678768489450023e+00,4.078092815935990267e-01,6.058093543129640102e-01,-7.693481181234408384e-01,-1.746336828786100082e+00,5.020395167096830535e-01,1.977258329772799916e+00,7.116065312094849160e-01,-3.492313067728856080e-01
-3.891191951230859924e+00,7.098916252157490447e+00,-1.142646709679610062e+01,8.607556786501289636e+00,-2.065706210262289844e+00,-2.985288022035950561e+00,-8.138589416938609489e+00,2.973928078534520125e+00,-6.272790468365470495e+00,-1.319341506652319929e+01,1.161972347538250006e+01,-1.763160631387069799e+01,-3.551943895155150188e-01,-1.882208674238160029e+01,-1.283129085614600040e+00,-1.003109665686980101e+01,-1.522700750992559904e+01,-5.322008980589820304e+00,-5.017506534525789652e-01,1.382618999672750038e+00,1.757085227428669905e+00,-1.897091531871499814e-01,-5.086292441734480141e-01,-1.189308168773939967e+00,1.188536499347909947e+00,6.052418859136259321e-01,1.881528752414799888e+00,8.752604072223749698e-01,-3.492313067728856080e-01
9.191365073269809338e-01,4.199632669020770592e+00,-7.535606593657290020e+00,7.426940374550469848e+00,1.118215330013189845e+00,-2.886722351450270008e+00,-1.341035996071439973e+00,3.639332683533370583e-01,-2.203224431001090000e+00,-4.137840196228649958e+00,4.570112807593320170e+00,-7.629169588560169579e+00,1.733917463502540057e+00,-9.440374994598428771e+00,-2.335334989710620077e-02,-1.233958281982590055e+00,1.632008857640870225e+00,1.315734564472699875e+00,-2.871888552970450204e-01,5.354346631502329146e-01,3.160935992042539500e-01,5.517922701941949809e-02,2.106921502839800009e-01,-4.179178814381450668e-01,-9.111882756293200325e-01,4.665239245881629970e-01,6.273932704725480036e-01,1.578512825415880061e-01,-3.492313067728856080e-01
-4.696795224445040162e+00,2.693867478840080043e+00,-4.475132712591530115e+00,5.467684548778099618e+00,-1.556758075497580274e+00,-1.549420289042530152e+00,-4.104214872785259871e+00,5.539340754162930258e-01,-1.498468131074939924e+00,-4.594951762850089771e+00,5.275505850772540306e+00,-1.134902855009150002e+01,3.745492351039210188e-01,-8.138694884347730252e+00,5.485708941681339823e-01,-6.653594347413650745e+00,-1.024675540660009965e+01,-4.191066266554909880e+00,9.914861222572930455e-01,-1.589705486606109996e-01,5.738980811126510595e-01,-8.016277539815709618e-02,3.184078171481939945e-01,-2.458622026508529845e-01,3.382384315641410177e-01,3.227062139080329878e-02,-1.508457933632189940e+00,6.080746825901011121e-01,-3.532293929668235410e-01
-4.727712655815589748e+00,3.044469102258239968e+00,-5.598354266956110159e+00,5.928190802419290861e+00,-2.190769729387839870e+00,-1.529322965647470056e+00,-4.487421959885470102e+00,9.163918141032659781e-01,-1.307010423193299964e+00,-4.138891213576160411e+00,5.149408783005809731e+00,-1.112401860705790035e+01,5.430677655411709770e-01,-7.840942204943040394e+00,7.436339447850419671e-01,-6.777069239741910778e+00,-9.931765153767660337e+00,-4.093021122010740420e+00,1.504924859057090059e+00,-2.077594451038820011e-01,6.509882362823790070e-01,2.549832889546810311e-01,6.288434688021270480e-01,-2.381284542931700055e-01,-6.713323319604850292e-01,-3.359006278009980112e-02,-1.331777322230580207e+00,7.056975900231440280e-01,-2.317275535330490799e-01
-4.064004738428149466e+00,3.100934890932559806e+00,-1.188498003654759883e+00,3.264632740451750337e+00,-1.903562358017260037e+00,3.203505872957000400e-01,-9.549400390870070865e-01,-3.277534919837729710e+00,2.820828661737190046e+00,1.015112879785930122e+00,3.187186897364929994e+00,-7.004327283606049726e+00,8.727106054851110351e-01,-6.220605353042919283e+00,-9.044446295733578056e-01,-3.075091884698370137e+00,-5.044735691774349995e+00,-1.718082685168820012e+00,-6.624620684308949459e-01,-5.318976932922959699e-01,1.688665430974739978e+00,-7.884469800634780201e-02,1.937309265771099964e-01,4.794959538849919989e-01,-5.066030573990599750e-01,-4.098627441974520003e-01,-3.036271329360689997e+00,-6.306051988405450004e-01,3.650667726360695142e-01
-2.589617198212689875e+00,7.016714384958570250e+00,-1.370540728690969878e+01,1.034322806041169862e+01,-2.954461034755740290e+00,-3.055115785278040175e+00,-9.301288615143400662e+00,3.349573360716140424e+00,-5.654212026411030045e+00,-1.185386697260099886e+01,1.166920473581209983e+01,-1.722866223861869983e+01,5.557156648361179924e-02,-1.849377335510530074e+01,-3.041721135190449399e-01,-1.062949739013530071e+01,-1.444121113427650016e+01,-5.105486465972280286e+00,1.270226270504899890e+00,1.488855192368960134e+00,1.887737725514510023e+00,3.339981845332230526e-01,2.876590406174500125e-01,-1.186406409066439904e+00,-6.902726700763879286e-01,6.317037722105459663e-01,1.934220760059430111e+00,7.896871722126550530e-01,-3.492313067728856080e-01
-2.880042351634709785e+00,5.225442309715590206e+00,-1.106333027994589990e+01,6.689950657700630465e+00,-5.759923988673800288e+00,-2.244030790815210175e+00,-1.119997521669590057e+01,4.014721808643129997e+00,-3.429304263518009765e+00,-1.156194977206989982e+01,1.044684681451400010e+01,-1.547905248320159899e+01,7.344416081041479361e-01,-1.388377854911119869e+01,8.214395453952489934e-01,-1.191148301719700164e+01,-1.810300370377289880e+01,-6.837834538800679596e+00,3.126929352126630146e+00,1.191443966407970123e+00,2.002882877016320062e+00,3.511020647212839685e-01,7.952551404521099876e-01,-7.783793814136720224e-01,-1.646815112542229897e+00,4.875388232873310024e-01,1.427713095503360119e+00,5.831724862191879355e-01,-3.492313067728856080e-01
-5.454361779396730725e+00,8.287420555349831019e+00,-1.275281127293859917e+01,8.594341893010810196e+00,-3.106002281143379840e+00,-3.179948756864140247e+00,-9.252793937958310622e+00,4.245062209853670332e+00,-6.329800846234659772e+00,-1.313669836910390210e+01,1.122847027957600119e+01,-1.713130094544679949e+01,-1.694010568141239848e-01,-1.804999768985939568e+01,-1.366235660990649858e+00,-9.723565309189400097e+00,-1.474490246467679988e+01,-5.247301106311249796e+00,-5.746751437958170783e-01,1.305861914834370197e+00,1.846164792914170016e+00,-2.671717942230810161e-01,-3.108039697516210564e-01,-1.201685457998060036e+00,1.352176095024330005e+00,6.084245963604029139e-01,1.574714783842040111e+00,8.087252050902329348e-01,-3.492313067728856080e-01
-4.153014498733569759e+00,8.204796504560119885e+00,-1.503171420974809891e+01,1.033009982544800032e+01,-3.994426097362939743e+00,-3.250013184473649730e+00,-1.041569781190790067e+01,4.620803910443309626e+00,-5.711247970982240574e+00,-1.179718106757769824e+01,1.127792072780669841e+01,-1.672833933209150103e+01,2.413676825577000251e-01,-1.772163835371329910e+01,-3.872999233812840503e-01,-1.032201667838530135e+01,-1.395908537305380115e+01,-5.030710038318320088e+00,1.197266335046330177e+00,1.412624880194919941e+00,1.976988396098870115e+00,2.565104871752800220e-01,4.859081065138039501e-01,-1.198821314360360102e+00,-5.265673946878449696e-01,6.348735024834780694e-01,1.627209076239519936e+00,7.232350685183158712e-01,-3.492313067728856080e-01
