V1, V2, V3, V4, V5, V6, V7, V8, V9, V10, V11, V12, V13, V14, V15, V16, V17, V18, V19, V20, V21, V22, V23, V24, V25, V26, V27, V28, V29
-8.867139602366729267e-01,1.561627754725340100e+00,-5.317835241364380350e-01,-5.662138440005930473e-01,-1.698395092104180160e-01,-1.149722206480550124e+00,3.254655140231380028e-01,6.377869183885789273e-01,-3.037481395090679825e-01,-5.806014463628480504e-01,-1.019530587666509946e+00,8.892961499768771150e-01,8.843169648638391500e-01,5.300130465185639572e-01,-4.991246939669609639e-01,3.886938788849730181e-02,-6.757992215766049637e-02,-8.704458572783639880e-01,-2.003229039371020037e-01,-9.374900464124280575e-02,-1.939078456506050097e-01,-5.326001405130009747e-01,1.763169390017730043e-01,-3.482984766010019904e-03,-3.819927298811649496e-01,1.504509330350820018e-01,1.204331195081879968e-01,2.214002668312529953e-02,-3.171266746355638211e-01
-1.981950815024969836e-01,-4.939445338592949319e-01,1.132765231294030173e+00,-4.097646491329339780e-01,-8.720148865097850921e-01,8.714694995547270784e-01,2.797363562523400571e-01,4.186712720756869954e-01,9.625237934101978921e-01,-8.241864825942559758e-01,1.615954501473629984e-02,4.287104553567720466e-01,-1.183082754078019994e+00,-4.351417471086310718e-01,-1.841745030192019961e+00,2.728720937975870342e-01,-3.929281493632679201e-01,3.078846663736359845e-01,2.975890372475150092e-01,1.860042403789829712e-01,-1.487565259550109858e-03,-1.522960611333009917e-01,5.644980247227749937e-01,7.388587020460779531e-01,-7.081179156351178339e-01,2.858868559642590013e-01,-4.029143201871990265e-02,1.801703803510899815e-02,3.948125339189679228e-01
-1.109634807049060035e+00,1.498097420253470036e+00,1.017411162517910084e+00,1.749977027582080069e+00,-1.533103050068460149e+00,1.780083043293750000e+00,-2.071105807383709863e+00,-5.614922457864599536e+00,3.992989187758640424e-01,-6.054352250301660021e-01,-6.707575191665171577e-01,8.919505443895691110e-01,-8.667908686036880361e-01,2.929763721263279885e-01,-3.565551423076389614e-01,-1.033389337917079986e+00,1.288222331805680021e+00,-7.266663214801000192e-01,2.845481011948540195e-01,-1.751035185192159893e-01,1.694040285372039989e+00,-4.616766269302000070e-01,3.079744693285280110e-01,3.848964324185030206e-01,8.566544239074130873e-01,-6.579991756897030086e-02,3.892163196778359868e-01,2.365117889022439746e-01,7.832403080683936203e-02
2.061409910499830023e+00,-4.209184645269579972e-02,-1.058692467222589917e+00,4.175800691136629661e-01,-1.381514387023430046e-01,-1.216272569028060024e+00,1.930053104802230413e-01,-3.422224040753030216e-01,5.233615119136910687e-01,6.979875088146210438e-02,-7.133910621566590393e-01,5.031682061326759881e-01,1.783478040856630031e-01,2.529437114178730295e-01,2.667163872569600080e-02,-1.132082706448580001e-01,-2.914419875845200014e-01,-8.867185032294570002e-01,1.419246818681650091e-01,-2.169008701280960016e-01,-2.872373944911710275e-01,-6.880602006747160715e-01,3.397642981659579897e-01,4.949095773167380002e-02,-2.957225144134000283e-01,1.949747997145019895e-01,-6.999913310463749816e-02,-5.956557279746699934e-02,-3.453131823028263714e-01
2.170125082877949918e+00,-8.943228763821479133e-01,-1.137057262101080157e+00,-5.474853244330259994e-01,-5.514008937786989417e-01,-3.302693032087810066e-01,-6.521425019749800267e-01,-1.498403371464339939e-01,-4.273780789446889744e-02,8.575180675634059835e-01,-2.063284573135269806e+00,-5.144235044705700588e-01,1.531371570237690105e-01,-8.287563558040320078e-02,2.737069809598349779e-01,-1.047545499313510042e+00,-4.974614941294899784e-01,1.348379797385389711e+00,-4.561689619678660490e-01,-5.501479618423270601e-01,-4.242942164209650424e-01,-6.523958531104859793e-01,1.558604787241190115e-01,-1.013625920634920075e+00,-2.573325172438399866e-01,6.200582333874821162e-01,-3.945934326090980160e-02,-5.891416826751569996e-02,-2.278893907868686508e-01
1.777857352677020053e+00,-7.626469206173430715e-01,-9.286643229963940094e-01,-6.575683559585669691e-02,3.834529716612640193e-01,1.807794728272519968e+00,-8.966397294871750745e-01,6.184587951555760021e-01,1.114651834421909848e+00,-7.499019616029560520e-02,7.753269986821210713e-01,7.110965021829828148e-01,-4.442885627842430019e-01,3.453639186299699571e-01,1.224675470382659892e+00,-1.296398998819980053e-01,-3.349244272109639931e-01,-2.143205523287519676e-01,-8.989700268823969109e-01,-1.795107272448649982e-01,3.212963824133179824e-01,9.872908787836851552e-01,1.240461184743969908e-01,-9.461956615943890592e-01,-3.157492084844130131e-01,-1.663243853362429969e-01,5.997181419913950179e-02,-4.903383540889640069e-02,-1.093461351366082634e-01
1.228737766753539962e+00,-1.173607133513900003e+00,-2.866751832485109563e+00,1.191994476146389870e+00,8.354395640214771213e-01,-2.271015183117719993e-01,1.318311116981450093e+00,-4.311976644932339897e-01,-3.900007095298400617e-01,3.275969315600280041e-01,-2.551201529333210205e-01,4.838549541887430250e-01,2.371178880516250087e-01,1.007486992746080112e+00,-3.747532657178789250e-01,2.373081741089389796e-01,-1.179117631313600034e+00,5.986938958039649261e-01,2.720923732937540196e-01,7.199451279440991502e-01,3.652477821837479821e-01,9.342405919921989432e-02,-6.050146831543850023e-01,-1.359039748179590168e+00,4.598444371129220554e-01,-4.688380571944280040e-01,-1.244293015727780255e-01,-6.459853214952420222e-03,1.518154811829715456e+00
-2.045205801162750081e+00,-7.561765910165270110e-01,2.123277540046450085e+00,2.001730246899110277e+00,2.146624237672050128e+00,-1.961695638083429838e+00,-2.709323482561530327e-01,4.209902101372989952e-02,-1.337455622151179968e+00,1.198336183724300064e-01,-2.594689077158360280e-01,6.055409958352599986e-01,1.206060916572480046e+00,9.736689827102950126e-03,-2.094758244577850093e-01,7.314220889756140043e-01,-8.305289550868749648e-01,-5.680744238329480389e-01,-1.604055302368830205e+00,4.833049878621310524e-01,7.441850020100769514e-02,-5.312522831266590639e-01,4.661369817173120489e-01,6.645000157812599451e-01,-2.238844352933460069e-01,-4.800241276442530070e-01,1.249553475674359919e-02,1.856803381214949811e-01,-2.232915916638399945e-01
9.721296674564169349e-01,-9.962650706405100642e-01,7.045939906230369587e-01,4.559868373862560054e-01,-6.850450965864470776e-01,1.609010563087110324e+00,-1.117565225271790030e+00,6.590196069537690438e-01,-1.628329071864040023e-01,5.320406523234060270e-01,-3.110431085603640455e-01,-6.792927084853790376e-01,-1.805272179831159951e+00,2.738954074233680425e-01,1.630319543185760001e+00,-2.612790428718759550e+00,1.259026784849570202e+00,-2.613379481599290011e-01,-2.674028524460600131e+00,-6.665953703128989494e-01,-1.038826829720249922e-01,2.377724544577410337e-01,3.787181182879219982e-02,-1.022006592623319943e+00,1.164225447691030063e-01,-9.489168684169599355e-02,1.229750418457769973e-01,2.742305375814500096e-02,-3.738058364572506564e-02
1.056509106261339870e+00,-1.122694491127459893e+00,1.347696584057330282e+00,-3.748162266089860584e-01,-1.787606526206580115e+00,2.331320438304419762e-01,-1.355646750216600083e+00,3.375268296721600225e-01,-3.816564028820519927e-01,7.279822683771690617e-01,1.363673580540620156e+00,3.172319390352669743e-01,-3.296039103552199645e-01,2.642787332107709997e-02,1.137257894577360151e+00,-7.944586723065200085e-01,-2.442447548806580271e-01,1.808445543081469875e+00,-1.414140213161900084e+00,-3.699640914509380041e-01,-1.299429843198800054e-02,2.619463472797050052e-01,3.432571851959719672e-02,2.262488497357069972e-01,-1.349297997370580149e-01,6.994805534731119989e-01,2.218405957510150017e-02,3.463089521189999936e-02,1.059645068153040187e-02
9.004194138284069560e-01,-1.373331593267899942e-01,1.414121370062809968e-01,1.164863258930830092e+00,-2.488754561268839705e-01,-5.260280789853669647e-01,4.030625329875720531e-01,-8.618056174180370455e-02,-3.350186099747110013e-02,-1.140141929721230074e-01,-1.576534695647280049e-01,-1.030769081783220083e-02,-7.989659627688969756e-01,6.979278137986210107e-01,1.271454721072040162e+00,-1.039810300390080211e-01,-8.365267604769220655e-02,-1.009232698370410075e+00,-5.055542144842619656e-01,8.256720926363089741e-02,-3.592152143238010464e-01,-1.440227711736240090e+00,1.311383437479750058e-01,-1.364504205348860029e-02,9.818840584881269318e-02,-8.387100127434979902e-01,-5.799168428050660400e-03,5.080554550532710018e-02,2.743901777575566969e-01
-5.673893363570129411e-01,8.890076794409119687e-01,1.417394225733360047e+00,1.348827920232810174e+00,1.770606167816900223e-01,1.820637322776539890e-01,8.550843559855529907e-01,-6.728272715386759972e-02,-5.087185538878230551e-01,-2.516202890090770139e-01,-4.493246314847299527e-01,6.708715926156519904e-01,8.804577573703309401e-01,-1.954815775215019702e-01,1.217217615102359901e-01,-1.246774486914729918e+00,5.555095987098089827e-01,-7.946609028385039908e-01,7.618114092280641181e-01,1.319857993189160056e-02,2.425730661326280097e-02,3.901619631640390051e-01,-4.841214404278929712e-03,1.281475700058019862e-01,-9.127669955594840123e-02,-2.506064616644669840e-01,1.005882832063299953e-01,1.128893783426819925e-01,-1.372127959083558058e-01
1.187905207264310148e+00,1.346579931476850067e-01,-1.561100697563269912e-01,1.209099796092520052e+00,-7.248347284052360229e-02,-2.796594585331349872e-02,-2.668786996411420254e-01,2.644924204912900145e-01,6.579830275680899065e-01,-4.086690535399979951e-01,1.240524769175790076e-01,-8.002931859576060125e-01,-2.899913096092740172e+00,-5.554006451183659543e-01,-3.790512981868830455e-01,6.686136341830301033e-01,4.780142782264609758e-01,1.096127842217829995e+00,4.871214885264849581e-01,-2.493409207908700020e-01,-3.530048066220179415e-01,-1.006706412746519952e+00,-7.772750467818140274e-02,-6.966523915323791227e-01,5.042653223975269716e-01,-4.826192104157439600e-01,2.871571638223860065e-02,3.013564013864050012e-02,-3.001747891732668982e-01
-1.384075483607879908e+00,8.565339394864308620e-01,1.322272810234770057e+00,4.197578649752100155e+00,1.127462432378800061e+00,3.212837675193589870e+00,-4.329997578761489718e-01,1.425630943923810179e+00,-1.630334662996409723e+00,9.182428662605440772e-01,-1.598176252237939909e+00,-1.308525665898780055e+00,-1.458305208366050154e+00,6.649530473241299644e-01,1.627667508668199980e+00,-9.484640996657320855e-01,1.469169203862999984e+00,-1.606421731305269995e+00,3.878716296666579466e-01,3.248989383815769627e-01,-2.866946074248660215e-01,-9.843280141187029653e-01,1.562483416317889950e-01,-2.473753030122870289e+00,-2.610467223561639960e-01,2.724418047012859834e-01,2.748446584191869824e-01,-2.437458651615289924e-03,-5.297311980208311427e-02
-8.942436372216280294e-01,7.011068689636670292e-01,1.189828923088929846e+00,-1.244155225285030086e+00,1.075079527135750057e+00,-5.191964926000209868e-01,9.979734552560880489e-01,2.995435774396219830e-02,-6.986090074543310768e-01,-9.042256658003960945e-01,3.686375760643340049e-01,3.501184740786229543e-01,-5.487044860468719421e-01,4.027478994587100347e-01,-1.124027400446240055e+00,3.295635639316730203e-01,-8.107479924004820093e-01,-1.842178754402799823e-01,-2.418651761599290018e-02,-9.688544609318440470e-02,-2.469112561740389733e-01,-8.550338028097389520e-01,-3.431848702269689744e-01,-4.797445476922679863e-01,5.730159762343159935e-01,2.483244110461410026e-01,-7.263275884086770051e-02,2.451689191018669930e-02,-3.492712876348250117e-01
1.202600036795379745e+00,2.024408350613220164e-01,6.187286963765890047e-01,5.535126172382249798e-01,-5.249353584477870482e-01,-7.857611151997679899e-01,-3.833864335262539974e-02,-7.004226346533690140e-02,-2.243781529096170180e-01,1.035947844818380092e-01,1.660781689064199984e+00,1.110308560445109949e+00,1.662551087742210054e-01,4.538472368451060279e-01,3.195860470192030123e-01,4.409686183907489676e-01,-5.978320307459860095e-01,-1.101183945846349876e-01,9.370747516327129767e-02,-9.024508545674179982e-02,-1.925173488364389784e-01,-5.967367095608520078e-01,1.494704655587920095e-01,5.295857765128489936e-01,1.590442855487940177e-01,6.454043986718480119e-02,-3.282811363403739802e-02,1.088525875798409918e-02,-3.453131823028263714e-01
2.036259426448490117e+00,-9.706797083981640872e-01,-1.386322028109790105e+00,-1.002124669762149978e+00,-4.509101575014149987e-01,-7.262785580265580521e-01,-3.092984292523930367e-01,-2.088477433789119875e-01,-7.279301979508199238e-01,9.315756373430870152e-01,8.000445869801579013e-01,1.037022171602539899e-01,8.263089493654060536e-02,2.028977210626989602e-01,-5.414767195581640102e-01,1.145787915367850074e+00,-8.812154938147009897e-02,-1.284221092332570091e+00,1.091484041478179901e+00,1.304595723430580223e-01,1.970209412491440160e-02,-1.765466189489030002e-01,1.738018884314509738e-01,-4.809003485316320492e-01,-2.331684814518060200e-01,-4.245512920771780108e-01,-5.007898364477299247e-02,-5.755704864239020307e-02,1.223566602104494971e-02
-9.656591727146509596e-01,2.088331927444530223e+00,1.350294292179329947e+00,3.058180133109249965e+00,-2.061357935937830066e-01,-4.323255797161679737e-01,8.199789497108499470e-01,3.657760564903270173e-02,-7.502339562529050099e-01,2.231304033841269852e-01,5.732335266663829421e-01,-2.923547881870980358e+00,1.489314805997840274e+00,2.257706884948740278e+00,2.373664086718960120e-01,-4.204971579367439705e-01,1.197834540142759918e+00,8.875761377875790448e-02,6.395157330232621451e-01,-8.422176017056401398e-02,-1.733176970321069835e-02,-9.430598546859129266e-03,-2.429127080022360496e-01,6.640691671576440802e-01,3.567196715269970175e-01,2.728316315366539624e-01,-3.468780692346750127e-01,-1.347915505098610037e-02,-1.384122217665372245e-01
-5.868998459918050026e-01,4.876118825877220203e-02,2.148834244125410187e-01,-2.516718590563259639e+00,-2.612608336757920105e-02,-5.533144346336619224e-01,-1.067184673174080001e-01,5.253437861404660625e-01,8.683199328959498864e-01,-1.713331157885179756e+00,8.501372510545199823e-01,1.671701915084149892e+00,5.615846446516619128e-01,3.878652469232689581e-01,-6.436895241243380250e-02,-1.659622003129779810e-01,-4.944369558319999802e-01,3.461856561943670307e-01,8.289220123003229190e-01,-5.839747146343109846e-02,7.393535645923329791e-02,5.754267907825649786e-02,3.192426953163110537e-01,7.033942742193248776e-01,-1.301479046716460086e+00,-7.911261135396790989e-01,1.495905822813480279e-01,1.427630578554190122e-01,-2.412829795365608043e-01
1.984675809305159966e+00,-2.064458865925379860e-01,-8.841047505644391569e-01,3.880483577765130032e-02,-1.574078445476430055e-01,-6.942507002910630609e-01,-8.417647333883170047e-02,-1.147880971800009919e-01,2.768791943946419809e-01,2.396579345401869676e-01,9.299969708525960277e-01,1.007588206694860045e+00,2.372835275464139915e-01,4.876417164352879752e-01,1.579049403955860020e-01,7.140543775717729247e-01,-9.460441297732169463e-01,-2.255256241164270148e-01,4.210179211175369973e-01,-1.228491568168969816e-01,-4.127261117420800152e-01,-1.280286721860770083e+00,4.799417538264110217e-01,-3.820869359287129563e-01,-7.129665896697048311e-01,1.804261714343539935e-02,-7.515972563825290553e-02,-5.720285934161559865e-02,-2.466004341744982842e-01
-6.972293042054210632e-01,1.365505718226940113e+00,-6.178838594931940209e-01,5.860263984605740273e-01,1.406253166657560172e+00,2.991243734270699894e-01,1.012923641443670197e+00,2.685046307584649794e-01,-1.225717808023830013e+00,-2.439070521009830128e-01,-6.507634157679189624e-01,5.087742031025079825e-01,4.466967544426029835e-01,8.127135391324609159e-01,-9.269459712709270383e-01,-5.179958121906319546e-01,-3.869884854862229440e-01,5.566067839693530361e-01,1.644120975867939816e+00,-9.556480125150350335e-02,1.455015663900499912e-01,4.360079998068610574e-01,-5.009556275826270166e-01,-1.410241228218249931e+00,5.890240246897249232e-01,-2.571178354963389867e-01,-1.104219869999780168e-01,3.378256195074599844e-02,-2.656713053195823848e-01
-5.824967801003020362e-01,1.202705458559330115e-01,2.620216648207959853e+00,1.532844667492500035e+00,1.428902869374129858e-01,1.128152770911529990e+00,2.172208179354899737e-01,4.567964399741369919e-02,6.974591917483361492e-01,1.327140938988450036e-01,6.463506354892040173e-01,1.002448034549989986e+00,-6.153830361777750113e-01,-9.790391352469469677e-01,-1.993077103540360051e+00,-1.597852286442680070e+00,6.831852392456839729e-01,-5.833452049463361266e-01,1.624814300500869946e+00,4.988998230555449775e-02,-3.584051118757750065e-01,-2.025850318022169860e-01,1.161835909756520069e-01,1.042146293795919929e-02,-4.378183197219260303e-01,-5.141674072379260885e-01,-1.973072704144030187e-01,-3.215123297403699731e-01,-3.195255263519266031e-01
-9.295469875362940559e-01,1.428471252974319983e+00,1.739769098054759988e+00,3.414177477354710000e+00,1.121662202168610012e+00,1.063212376612689969e-01,8.447435013670940851e-01,-6.817117522279099451e-02,-2.068617139425680040e+00,9.248839157778409037e-01,-1.225115379025490059e+00,-5.592863127776420695e-01,3.694377161299570722e-01,3.141453776916389856e-02,-4.240751009740179600e-01,1.429132330321000177e-01,-2.999013551503220132e-01,-6.222852170916279985e-02,-5.544636230087490736e-01,-5.057604699797799835e-02,3.039397127897969786e-01,9.315917687264241298e-01,-6.703005497776750587e-01,3.993781017800990263e-02,8.421157316779670499e-01,5.401419056129790341e-01,-5.442442123529000336e-02,3.860622430118079706e-02,-3.107697175872024542e-01
1.418682555816520141e+00,-6.551955255873360695e-01,-9.050397509221929093e-01,-1.623622521058409873e+00,1.467119716837069987e+00,3.271518326867169701e+00,-1.182285285371629913e+00,7.126840058119441323e-01,3.611650702979220529e-01,2.861945656005280281e-01,1.009391452602300010e+00,-3.173707616175640123e+00,1.867575725516420038e+00,1.410499589981889956e+00,2.587282656833980177e-01,1.532422554230250089e+00,4.458004158361220104e-01,-8.676703080570470350e-01,7.694490437770620250e-01,2.037842950744189752e-01,-2.835467543001949919e-01,-8.935232323656229214e-01,8.915234510082580000e-02,9.195607285097590067e-01,3.603239874558329392e-01,-5.074244217799700474e-01,-1.823485975336940068e-02,1.387820987982269980e-02,-2.213325294288104039e-01
1.741335509811489990e+00,-7.099945883970829597e-01,-2.580670054396140056e+00,-4.374766408076100066e-01,2.533809838663110270e-01,-1.780943425630820087e+00,9.762074583265569760e-01,-6.703884238848240029e-01,1.556241062050199853e+00,-4.610726440394310455e-01,1.875979089232050256e+00,-2.147850585890429986e+00,1.209802924159600057e-01,2.774473262476429891e+00,-1.228915547898699945e+00,-8.634724445815999960e-01,6.561409499401450462e-01,1.922603870387769864e-01,5.353629544343979640e-01,8.657598530106050405e-02,2.755091345519170010e-01,7.037971298849630131e-01,-3.393587055470610458e-01,1.319863836425619885e-01,4.460993036955490099e-01,9.896216343767050283e-01,-2.264115764794029928e-01,-8.293953106847350154e-02,4.963639232449920113e-01
1.174204304107129948e+00,-8.665315752064360610e-02,1.213118947301669914e+00,1.408549341606100125e+00,-1.098005134823400120e+00,-3.037864913898239427e-01,-6.852779250938061395e-01,1.698070583262139832e-01,9.855115431487471156e-01,-2.550210830886349977e-02,-1.014440582160810012e+00,-6.122204397189570102e-01,-1.679709131787250120e+00,8.988871634037219616e-02,7.761126650480858480e-01,3.663560194087720490e-01,-3.199621211325720527e-01,4.175942450624500202e-01,-4.721047220332060257e-01,-2.568856877981959830e-01,1.004420734162260048e-01,3.891472265322360458e-01,-6.264126214923419755e-02,3.656016448211479308e-01,4.477716843546720726e-01,-2.363602951567729815e-01,5.707166937367289666e-02,3.140653507588769822e-02,-3.492313067728856080e-01
1.189991625935489905e+00,2.398730116547780067e-02,5.246868683390699950e-02,1.097382569774270067e+00,1.546731430902120175e-01,5.654250186397700162e-01,-1.810783873011239942e-01,2.867375517053230016e-01,3.607152558410849919e-01,1.010041115878519968e-01,1.166342707918459898e-01,-9.165335032552750574e-03,-1.868241126988160028e+00,5.690852070357729220e-01,-5.384821267669670508e-01,-2.026248023587489955e-01,-1.848518708556260159e-01,5.393049759808729408e-03,2.472488111613039552e-01,-2.800175263257930203e-01,-1.285966764186489975e-01,-2.391018079421489695e-01,-1.505203292179000119e-01,-8.498420942374670384e-01,6.845182052583860255e-01,-2.717124993601969796e-01,2.444379813809309868e-02,-7.537601427236759535e-03,-3.432741583439180566e-01
